Instrument,CIK Number,Tangible Book Value - Utility,Retained Earnings (Accumulated Deficit),Market Value for Company,Total Debt,Total Current Assets,"Net Income/Starting Line, Cumulative","Total Assets, Reported",NAICS Industry Group Name,Inventories (CF),Company Common Name,Cash and Short Term Investments,Accounts Payable (CF),Net Debt Incl. Pref.Stock & Min.Interest,Delisted Quote Flag,Earnings Before Interest & Taxes (EBIT) (Pvt),Tangible Book Value Per Share,Net Sales,Tangible Book Value - Reported,Total Equity,Pricing Volatility,Depreciation And Amortization,Tangible Book Value - Insurance,Instrument Is Active Flag,Total Liabilities,Tangible Book Value - Banks,Operating Income,Total Current Liabilities
1279704,1279704.0,10988840.0,-70787030.0,21670000.0,94570.0,12193190.0,-6180330.0,15324580.0,Pharmaceutical and Medicine Manufacturing,,Cellectar Biosciences Inc,11444620.0,,-10474480.0,0.0,,10.5986,,10988840.0,13539870.0,,,10988840.0,1.0,1784710.0,10988840.0,-9449750.0,1632880.0
1279704,,8083220.0,-84349320.0,7370000.0,5250.0,10473590.0,-13562290.0,12871460.0,,,,10006420.0,,-9005390.0,,,4.85147,,8083220.0,10754460.0,,,8083220.0,,2117000.0,8083220.0,-13600970.0,2114790.0
1510295,1510295.0,9970000000.0,10206000000.0,32225430000.0,10572000000.0,10401000000.0,1213000000.0,44413000000.0,Petroleum and Coal Products Manufacturing,-70000000.0,Marathon Petroleum Corp,887000000.0,,17331000000.0,0.0,,18.88258,42000000.0,9970000000.0,13557000000.0,,2001000000.0,9970000000.0,1.0,30856000000.0,9970000000.0,2386000000.0,7146000000.0
1510295,,10447000000.0,12864000000.0,40767250000.0,12946000000.0,13401000000.0,3804000000.0,49047000000.0,,106000000.0,,3011000000.0,,17730000000.0,,,21.49588,1260000000.0,10447000000.0,14033000000.0,,2114000000.0,10447000000.0,,35014000000.0,10447000000.0,4018000000.0,10478000000.0
1495584,1495584.0,148912390.0,,65430000.0,0.0,,-24661550.0,150314430.0,Other Investment Pools and Funds,,Firsthand Technology Value Fund Inc,1934250.0,-98840.0,-1934250.0,0.0,,20.04016,878020.0,148912390.0,148912390.0,,,148912390.0,1.0,1402040.0,148912390.0,-3835510.0,
1495584,,173993590.0,,80400000.0,0.0,,26179570.0,176771590.0,,,,110080.0,1773590.0,-110080.0,,,23.82772,1565790.0,173993590.0,173993590.0,,,173993590.0,,2778000.0,173993590.0,-4518340.0,
1509470,1509470.0,192128810.0,,115790000.0,94011550.0,,-74994900.0,300964430.0,Other Investment Pools and Funds,,Sutter Rock Capital Corp,8332630.0,-4625400.0,85678920.0,0.0,,8.66186,736280.0,192128810.0,192128810.0,,,192128810.0,1.0,108835620.0,192128810.0,-1263370.0,
1509470,,204762870.0,,103160000.0,157868380.0,,17567930.0,381682540.0,,,,59838600.0,-190330.0,98029780.0,,,9.63756,852770.0,204762870.0,204762870.0,,,204762870.0,,176919670.0,204762870.0,-20878810.0,
1504747,1504747.0,24358000.0,-364953000.0,16550000.0,0.0,29217000.0,-57590000.0,29405000.0,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",,Swisher Hygiene Inc,25228000.0,,-25228000.0,1.0,,1.37809,0.0,24358000.0,24358000.0,,1000.0,24358000.0,0.0,5047000.0,24358000.0,-9261000.0,3472000.0
1504747,,24358000.0,-364953000.0,16550000.0,0.0,29217000.0,-57590000.0,29405000.0,,,,25228000.0,,-25228000.0,,,1.37809,0.0,24358000.0,24358000.0,,1000.0,24358000.0,,5047000.0,24358000.0,-9261000.0,3472000.0
1174266,1174266.0,31987000.0,-123566000.0,115690000.0,0.0,50482000.0,-15612000.0,54603000.0,Wired Telecommunications Carriers,-96000.0,Envivio Inc,37790000.0,,-37790000.0,1.0,,1.15418,41556000.0,31987000.0,31987000.0,,,31987000.0,0.0,22616000.0,31987000.0,-15134000.0,19845000.0
1174266,,31987000.0,-123566000.0,115690000.0,0.0,50482000.0,-15612000.0,54603000.0,,-96000.0,,37790000.0,,-37790000.0,,,1.15418,41556000.0,31987000.0,31987000.0,,,31987000.0,,22616000.0,31987000.0,-15134000.0,19845000.0
1509223,1509223.0,738466000.0,-536034000.0,920640000.0,192508000.0,450813000.0,-185352000.0,1176844000.0,Other Information Services,,Renren Inc,79780000.0,797000.0,112728000.0,0.0,,0.72043,63364000.0,738466000.0,738466000.0,,,738466000.0,1.0,438378000.0,738466000.0,-175320000.0,270223000.0
1509223,,570607000.0,-646461000.0,138060000.0,161748000.0,468005000.0,-110503000.0,1194164000.0,,-76605000.0,,128595000.0,12599000.0,67095000.0,,,0.55295,202102000.0,570607000.0,674804000.0,,,570607000.0,,519360000.0,570607000.0,-200950000.0,370547000.0
1499034,1499034.0,-46280.0,-629310.0,310000.0,108920.0,104570.0,-582900.0,104570.0,Other Information Services,,WU BA Superior Products Holding Group Inc,91230.0,,17690.0,0.0,,-0.01051,,-46280.0,-46280.0,,,-46280.0,1.0,150840.0,-46280.0,-503500.0,150840.0
1499034,,-46280.0,-629310.0,1340000.0,108920.0,104570.0,-582900.0,104570.0,,,,91230.0,,17690.0,,,-0.01051,,-46280.0,-46280.0,,,-46280.0,,150840.0,-46280.0,-503500.0,150840.0
1487920,1487920.0,-20911400.0,-42838400.0,550000.0,31331230.0,584560.0,-26780610.0,32849490.0,Petroleum and Coal Products Manufacturing,,USA Synthetic Fuel Corp,564590.0,591230.0,30766640.0,1.0,,-0.25886,0.0,-20911400.0,-20911400.0,,,-20911400.0,0.0,53760890.0,-20911400.0,-7165660.0,7852660.0
1487920,,-20911400.0,-42838400.0,550000.0,31331230.0,584560.0,-26780610.0,32849490.0,,,,564590.0,591230.0,30766640.0,,,-0.25886,0.0,-20911400.0,-20911400.0,,,-20911400.0,,53760890.0,-20911400.0,-7165660.0,7852660.0
1503636,1503636.0,-75905480.0,-115740320.0,,184053450.0,31461930.0,-76291420.0,166388980.0,Support Activities for Mining,3412570.0,Platinum Energy Solutions Inc,8888060.0,-2681860.0,177718150.0,,,-4.64312,153145110.0,-75905480.0,-75885470.0,,29973300.0,-75905480.0,,242274450.0,-75905480.0,-46681900.0,46007640.0
1503636,,-75905480.0,-115740320.0,,184053450.0,31461930.0,-76291420.0,166388980.0,,3412570.0,,8888060.0,-2681860.0,177718150.0,,,-4.64312,153145110.0,-75905480.0,-75885470.0,,29973300.0,-75905480.0,,242274450.0,-75905480.0,-46681900.0,46007640.0
1617640,1617640.0,82643000.0,-497043000.0,7717570000.0,367404000.0,581806000.0,-220438000.0,3149677000.0,Other Information Services,,Zillow Group Inc,506462000.0,856000.0,-139058000.0,0.0,,0.45294,846589000.0,82643000.0,2533587000.0,,,82643000.0,1.0,616090000.0,82643000.0,-215611000.0,97242000.0
1617640,,410036000.0,-592243000.0,6381020000.0,385416000.0,841525000.0,-94420000.0,3230517000.0,,,,762539000.0,-373000.0,-377123000.0,,,2.15678,1076794000.0,410036000.0,2660823000.0,,94349000.0,410036000.0,,569694000.0,410036000.0,-161874000.0,118387000.0
1517401,1517401.0,68148000.0,-12751000.0,75500000.0,185585000.0,54850000.0,1241000.0,320537000.0,Other Amusement and Recreation Industries,515000.0,Peak Resorts Inc,33665000.0,,168921000.0,0.0,,4.87384,123249000.0,68148000.0,90762000.0,,12713000.0,68148000.0,0.0,229775000.0,68148000.0,14069000.0,36423000.0
1517401,,64707000.0,-16951000.0,70980000.0,180866000.0,47516000.0,1352000.0,308330000.0,,244000.0,,23091000.0,,175176000.0,,,4.62775,131662000.0,64707000.0,87221000.0,,13231000.0,64707000.0,,221109000.0,64707000.0,10219000.0,44447000.0
1399935,1399935.0,,,,,,,,,,Chimera Capital Management LLC,,,,,,,,,,,,,,,,,
1399935,1789215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462506,1462506.0,-2966670.0,-3121690.0,2130000.0,0.0,681580.0,-1412560.0,886500.0,Computer Systems Design and Related Services,-27800.0,Freevi Corp,237790.0,130130.0,-237790.0,1.0,,-0.01669,122400.0,-2966670.0,-2761930.0,,74740.0,-2966670.0,0.0,3648430.0,-2966670.0,-1407890.0,3648430.0
1462506,,-2966670.0,-3121690.0,2130000.0,0.0,681580.0,-1412560.0,886500.0,,-27800.0,,237790.0,130130.0,-237790.0,,,-0.01669,122400.0,-2966670.0,-2761930.0,,74740.0,-2966670.0,,3648430.0,-2966670.0,-1407890.0,3648430.0
1163332,1163332.0,605700.0,-8867250.0,160000.0,182740.0,584340.0,-4595980.0,1488980.0,Software Publishers,,Vertical Health Solutions Inc,550400.0,,-367660.0,1.0,,0.04496,76180.0,605700.0,881670.0,,,605700.0,0.0,607300.0,605700.0,-2899320.0,515090.0
1163332,,605700.0,-8867250.0,160000.0,182740.0,584340.0,-4595980.0,1488980.0,,,,550400.0,,-367660.0,,,0.04496,76180.0,605700.0,881670.0,,,605700.0,,607300.0,605700.0,-2899320.0,515090.0
1473971,1473971.0,,,0.0,,,,,Activities Related to Credit Intermediation,,Citadel EFT Inc,,,,0.0,,,,,,,,,1.0,,,,
1473971,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1506756,1506756.0,2520570000.0,2145358000.0,62800000.0,558000000.0,2062920000.0,-25572000.0,3859492000.0,Motor Vehicle Parts Manufacturing,43165000.0,China Zenix Auto International Ltd,1186799000.0,,-628799000.0,0.0,,12.20615,2249533000.0,2520570000.0,2537570000.0,,,2520570000.0,1.0,1321922000.0,2520570000.0,-25572000.0,1228140000.0
1506756,,2529622000.0,2154410000.0,32010000.0,558000000.0,2164433000.0,16441000.0,3846731000.0,,-39294000.0,,1041612000.0,,-483612000.0,,,12.24999,2830987000.0,2529622000.0,2546622000.0,,,2529622000.0,,1300109000.0,2529622000.0,16441000.0,1205740000.0
1511683,1511683.0,433917000.0,181872000.0,243490000.0,0.0,933551000.0,25424000.0,1032084000.0,Other Information Services,,Jiayuan.com International Ltd,658848000.0,-2525000.0,-658848000.0,1.0,,9.72533,713572000.0,433917000.0,436188000.0,,,433917000.0,0.0,595896000.0,433917000.0,6628000.0,579547000.0
1511683,,433917000.0,181872000.0,243490000.0,0.0,933551000.0,25424000.0,1032084000.0,,,,658848000.0,-2525000.0,-658848000.0,,,9.72533,713572000.0,433917000.0,436188000.0,,,433917000.0,,595896000.0,433917000.0,6628000.0,579547000.0
1283384,1283384.0,-52207000.0,-52210000.0,,329983000.0,585159000.0,-11524000.0,614002000.0,Electronic Shopping and Mail-Order Houses,-3625000.0,Bluestem Brands Inc,1055000.0,9582000.0,526867000.0,,,-1.49549,535847000.0,-52207000.0,145732000.0,,8066000.0,-52207000.0,,468270000.0,-52207000.0,94000.0,353478000.0
1283384,,-52207000.0,-52210000.0,,329983000.0,585159000.0,-11524000.0,614002000.0,,-3625000.0,,1055000.0,9582000.0,526867000.0,,,-1.49549,535847000.0,-52207000.0,145732000.0,,8066000.0,-52207000.0,,468270000.0,-52207000.0,94000.0,353478000.0
1517086,1517086.0,-4259000000.0,0.0,,7271000000.0,2441000000.0,-230000000.0,8777000000.0,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",60000000.0,Hexion Topco LLC,450000000.0,-59000000.0,6827000000.0,,,-15.2604,3806000000.0,-4259000000.0,-823000000.0,,,-4259000000.0,,9600000000.0,-4259000000.0,152000000.0,1404000000.0
1517086,,-4259000000.0,0.0,,7271000000.0,2441000000.0,-230000000.0,8777000000.0,,60000000.0,,450000000.0,-59000000.0,6827000000.0,,,-15.2604,3806000000.0,-4259000000.0,-823000000.0,,,-4259000000.0,,9600000000.0,-4259000000.0,152000000.0,1404000000.0
1356711,1356711.0,-201532000.0,-62899000.0,,307355000.0,110153000.0,-10306000.0,539404000.0,Other Wood Product Manufacturing,-13901000.0,Azek Company LLC,44501000.0,11356000.0,262854000.0,,,-20153200.0,266875000.0,-201532000.0,138009000.0,,,-201532000.0,,401395000.0,-201532000.0,20565000.0,57752000.0
1356711,,-201532000.0,-62899000.0,,307355000.0,110153000.0,-10306000.0,539404000.0,,-13901000.0,,44501000.0,11356000.0,262854000.0,,,-20153200.0,266875000.0,-201532000.0,138009000.0,,,-201532000.0,,401395000.0,-201532000.0,20565000.0,57752000.0
1471443,1471443.0,50964000.0,-288235000.0,,45000000.0,293136000.0,-110964000.0,629958000.0,"Engine, Turbine, and Power Transmission Equipment Manufacturing",-7589000.0,BrightSource Energy Inc,206450000.0,32753000.0,35292000.0,,,1.12136,159100000.0,50964000.0,250763000.0,,,50964000.0,,379195000.0,50964000.0,-100112000.0,346891000.0
1471443,,50964000.0,-288235000.0,,45000000.0,293136000.0,-110964000.0,629958000.0,,-7589000.0,,206450000.0,32753000.0,35292000.0,,,1.12136,159100000.0,50964000.0,250763000.0,,,50964000.0,,379195000.0,50964000.0,-100112000.0,346891000.0
1592058,1592058.0,-1198959000.0,157666000.0,1664540000.0,1673090000.0,880824000.0,117477000.0,3393978000.0,"Office Supplies, Stationery, and Gift Stores",-42819000.0,Party City Holdco Inc,64610000.0,,1608480000.0,0.0,,-10.0318,2283391000.0,-1198959000.0,1016789000.0,,,-1198959000.0,1.0,2377189000.0,-1198959000.0,274084000.0,493259000.0
1592058,,-1295203000.0,372596000.0,968060000.0,1835030000.0,877153000.0,215340000.0,3454756000.0,,37175000.0,,54291000.0,,1781094000.0,,,-13.43849,2371569000.0,-1295203000.0,968435000.0,,,-1295203000.0,,2486321000.0,-1295203000.0,280136000.0,682521000.0
1486868,1486868.0,139486000.0,38477000.0,24270000.0,45617000.0,12248000.0,99193000.0,199341000.0,Oil and Gas Extraction,18000.0,Greenfields Petroleum Corp (Cayman Islands),1361000.0,,44256000.0,0.0,,8.89243,809000.0,139486000.0,139486000.0,,4021000.0,139486000.0,1.0,59855000.0,139486000.0,112723000.0,13692000.0
1486868,,133900000.0,29490000.0,10610000.0,50340000.0,13878000.0,-9068000.0,200597000.0,,,,741000.0,,49599000.0,,,7.44684,0.0,133900000.0,133900000.0,,8798000.0,133900000.0,,66697000.0,133900000.0,-3439000.0,19751000.0
1496292,1496292.0,,,169340000.0,,,,,Other Investment Pools and Funds,,Voya Emerging Markets High Dividend Equity Fund,,,,0.0,,,,,,,,,1.0,,,,
1496292,,,,138710000.0,,,,,,,,,,,,,,,,,,,,,,,,
1498122,1498122.0,-99430.0,-375090.0,3090000.0,325530.0,179580.0,-249780.0,242910.0,Nondepository Credit Intermediation,,Arista Financial Corp,91690.0,500.0,233840.0,0.0,,-0.04771,14030.0,-99430.0,-99430.0,,,-99430.0,1.0,342350.0,-99430.0,-198720.0,16810.0
1498122,,-399830.0,-934490.0,3770000.0,375910.0,107410.0,-559410.0,127170.0,,,,730.0,80280.0,375180.0,,,-0.12946,28810.0,-399830.0,-399830.0,,,-399830.0,,527010.0,-399830.0,-408360.0,220490.0
1158863,1158863.0,-76256000.0,14672000.0,2457460000.0,248848000.0,786612000.0,15902000.0,1335781000.0,"Management, Scientific, and Technical Consulting Services",,WageWorks Inc,672609000.0,,-423761000.0,0.0,,-2.06645,355561000.0,-76256000.0,397642000.0,,37175000.0,-76256000.0,0.0,938139000.0,-76256000.0,26067000.0,681786000.0
1158863,,-76256000.0,14672000.0,1076530000.0,248848000.0,786612000.0,15902000.0,1335781000.0,,,,672609000.0,,-423761000.0,,,-2.06645,355561000.0,-76256000.0,397642000.0,,37175000.0,-76256000.0,,938139000.0,-76256000.0,26067000.0,681786000.0
1630989,1501010.0,-2124030.0,-84490090.0,5220000.0,0.0,480980.0,-2372260.0,480980.0,Oil and Gas Extraction,,Sintana Energy Inc,387580.0,760240.0,-387580.0,0.0,,-0.01812,,-2124030.0,-2124030.0,,,-2124030.0,1.0,2605010.0,-2124030.0,-2372260.0,2605010.0
1630989,1630989.0,-2862320.0,-85598990.0,6400000.0,0.0,381910.0,-864370.0,381910.0,,,,335600.0,-89030.0,-335600.0,,,-0.02442,,-2862320.0,-2862320.0,,,-2862320.0,,3244230.0,-2862320.0,-1165990.0,3244230.0
1504239,1504239.0,-316340.0,-120063470.0,5970000.0,95030.0,4050.0,-118802410.0,4050.0,"Management, Scientific, and Technical Consulting Services",,Point of Care Nano-Technology Inc,4050.0,,90980.0,0.0,,-0.00704,,-316340.0,-316340.0,,,-316340.0,1.0,320380.0,-316340.0,-118781960.0,320380.0
1504239,,-316340.0,-120063470.0,1190000.0,95030.0,4050.0,-118802410.0,4050.0,,,,4050.0,,90980.0,,,-0.00704,,-316340.0,-316340.0,,,-316340.0,,320380.0,-316340.0,-118781960.0,320380.0
1505124,1505124.0,-1271520.0,-1419920.0,55020000.0,9150000.0,358690.0,-74300.0,8922240.0,Lessors of Real Estate,-3980950.0,Berkshire Homes Inc,353690.0,9090.0,8796510.0,0.0,,-0.80885,5351300.0,-1271520.0,-1271320.0,,1230.0,-1271520.0,1.0,10193570.0,-1271520.0,214110.0,1043570.0
1505124,,-1271520.0,-1419920.0,55020000.0,9150000.0,358690.0,-74300.0,8922240.0,,-3980950.0,,353690.0,9090.0,8796510.0,,,-0.80885,5351300.0,-1271520.0,-1271320.0,,1230.0,-1271520.0,,10193570.0,-1271520.0,214110.0,1043570.0
1513845,1513845.0,63136000000.0,67695000000.0,10822760000.0,18750000000.0,74970000000.0,6783000000.0,114108000000.0,Other Information Services,,Yandex NV,63034000000.0,,-42778000000.0,0.0,,195.36033,75925000000.0,63136000000.0,77086000000.0,,9607000000.0,63136000000.0,1.0,37022000000.0,63136000000.0,12900000000.0,14622000000.0
1513845,,68475000000.0,68036000000.0,8881450000.0,17834000000.0,80756000000.0,8656000000.0,130544000000.0,,,,65702000000.0,,-38047000000.0,,,207.20408,94054000000.0,68475000000.0,82826000000.0,,11239000000.0,68475000000.0,,47718000000.0,68475000000.0,13030000000.0,35622000000.0
1314592,1314592.0,64608000.0,-209792000.0,601170000.0,0.0,49664000.0,17759000.0,95618000.0,Specialty Food Stores,-8748000.0,Teavana Holdings Inc,17818000.0,13000.0,-17818000.0,1.0,,1.68769,168100000.0,64608000.0,67002000.0,,5927000.0,64608000.0,0.0,28616000.0,64608000.0,31589000.0,12566000.0
1314592,,64608000.0,-209792000.0,601170000.0,0.0,49664000.0,17759000.0,95618000.0,,-8748000.0,,17818000.0,13000.0,-17818000.0,,,1.68769,168100000.0,64608000.0,67002000.0,,5927000.0,64608000.0,,28616000.0,64608000.0,31589000.0,12566000.0
1491419,1491419.0,-3405690.0,-28095890.0,,4419860.0,1498800.0,-14249720.0,1556210.0,Performing Arts Companies,,Livexlive Media Inc,1477230.0,64720.0,2942630.0,,,-0.09824,225000.0,-3405690.0,-3405690.0,,,-3405690.0,1.0,4961900.0,-3405690.0,-5698130.0,4729690.0
1491419,,-10479000.0,-51432000.0,,8710000.0,18719000.0,-23336000.0,68027000.0,,,,10285000.0,,-1575000.0,,,-0.20374,7195000.0,-10479000.0,38397000.0,,2423000.0,-10479000.0,,29630000.0,-10479000.0,-14877000.0,25682000.0
1429664,1429664.0,2509000.0,-11533000.0,,1011000.0,4804000.0,-5479000.0,5241000.0,Offices of Physicians,-47000.0,WhiteGlove Health Inc,4235000.0,302000.0,-3141000.0,,,0.192,4010000.0,2509000.0,2592000.0,,60000.0,2509000.0,,2649000.0,2509000.0,-5141000.0,1649000.0
1429664,,2509000.0,-11533000.0,,1011000.0,4804000.0,-5479000.0,5241000.0,,-47000.0,,4235000.0,302000.0,-3141000.0,,,0.192,4010000.0,2509000.0,2592000.0,,60000.0,2509000.0,,2649000.0,2509000.0,-5141000.0,1649000.0
1518832,1518832.0,3234000000.0,-3572000000.0,5602060000.0,2575000000.0,754000000.0,-601000000.0,7264000000.0,Oil and Gas Extraction,10000000.0,WPX Energy Inc,496000000.0,-126000000.0,2311000000.0,0.0,,9.38207,478000000.0,3234000000.0,3466000000.0,,441000000.0,3234000000.0,1.0,3798000000.0,3234000000.0,-827000000.0,677000000.0
1518832,,3895000000.0,-3588000000.0,4770320000.0,2575000000.0,1401000000.0,-16000000.0,8207000000.0,,-8000000.0,,189000000.0,106000000.0,2618000000.0,,,9.77906,1045000000.0,3895000000.0,4127000000.0,,542000000.0,3895000000.0,,4080000000.0,3895000000.0,81000000.0,846000000.0
1517522,1517522.0,33103000.0,-19944000.0,,273314000.0,382267000.0,28554000.0,723622000.0,"Agriculture, Construction, and Mining Machinery Manufacturing",-19438000.0,ESCO Corp,114101000.0,23100000.0,281685000.0,,,37.18227,849481000.0,33103000.0,212781000.0,,,33103000.0,,510841000.0,33103000.0,60956000.0,215694000.0
1517522,,33103000.0,-19944000.0,,273314000.0,382267000.0,28554000.0,723622000.0,,-19438000.0,,114101000.0,23100000.0,281685000.0,,,37.18227,849481000.0,33103000.0,212781000.0,,,33103000.0,,510841000.0,33103000.0,60956000.0,215694000.0
1513971,1513971.0,42033000.0,24682000.0,49310000.0,0.0,,1267000.0,271900000.0,Depository Credit Intermediation,,State Investors Bancorp Inc,,,,1.0,,18.21171,,42033000.0,42033000.0,,,42033000.0,0.0,229867000.0,42033000.0,,
1513971,,42033000.0,24682000.0,49310000.0,0.0,,1267000.0,271900000.0,,,,,,,,,18.21171,,42033000.0,42033000.0,,,42033000.0,,229867000.0,42033000.0,,
1499274,1499274.0,,,0.0,,,,,"Data Processing, Hosting, and Related Services",,Imerjn Inc,,,,0.0,,,,,,,,,1.0,,,,
1499274,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1719451,1719451.0,92391000.0,-5347000.0,230030000.0,0.0,13049000.0,-3966000.0,105090000.0,Metal Ore Mining,,LSC Lithium Corp,9235000.0,1511000.0,-5117000.0,0.0,,0.71261,,92391000.0,92391000.0,,,92391000.0,0.0,12699000.0,92391000.0,-5897000.0,6075000.0
1719451,,96410000.0,-13738000.0,90850000.0,0.0,2562000.0,-8690000.0,110000000.0,,,,1897000.0,-1280000.0,2210000.0,,,0.67702,,96410000.0,96410000.0,,,96410000.0,,13590000.0,96410000.0,-5899000.0,4495000.0
1502777,1502777.0,-15851790.0,-15863490.0,0.0,641570.0,102590.0,-15851290.0,116940.0,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",3630.0,Premier Brands Inc,15380.0,,626190.0,1.0,,-0.29915,227190.0,-15851790.0,-15851790.0,,,-15851790.0,0.0,15968730.0,-15851790.0,-1489920.0,341180.0
1502777,,-15851790.0,-15863490.0,0.0,641570.0,102590.0,-15851290.0,116940.0,,3630.0,,15380.0,,626190.0,,,-0.29915,227190.0,-15851790.0,-15851790.0,,,-15851790.0,,15968730.0,-15851790.0,-1489920.0,341180.0
1518621,1518621.0,332779000.0,,492410000.0,2793705000.0,,1979000.0,3138694000.0,Other Investment Pools and Funds,,Orchid Island Capital Inc,73475000.0,101000.0,2720230000.0,0.0,,10.09556,26676000.0,332779000.0,332779000.0,,,332779000.0,1.0,2805915000.0,332779000.0,1979000.0,
1518621,,462211000.0,,313960000.0,3533786000.0,,2007000.0,4023343000.0,,,,214363000.0,231000.0,3319423000.0,,,8.71079,54844000.0,462211000.0,462211000.0,,,462211000.0,,3561132000.0,462211000.0,2007000.0,
1390292,1390292.0,-1479240.0,-23991540.0,620000.0,241130.0,0.0,-173600.0,0.0,Computer Systems Design and Related Services,,Anoteros Inc,0.0,-66200.0,241130.0,1.0,,-0.03103,530.0,-1479240.0,-1479240.0,,,-1479240.0,0.0,1479240.0,-1479240.0,-132540.0,1479240.0
1390292,,-1479240.0,-23991540.0,620000.0,241130.0,0.0,-173600.0,0.0,,,,0.0,-66200.0,241130.0,,,-0.03103,530.0,-1479240.0,-1479240.0,,,-1479240.0,,1479240.0,-1479240.0,-132540.0,1479240.0
1518715,1518715.0,361249000.0,303036000.0,778420000.0,125147000.0,,58151000.0,6243700000.0,Depository Credit Intermediation,,HomeStreet Inc,,,,0.0,,13.47935,,361249000.0,629284000.0,,,361249000.0,1.0,5614416000.0,361249000.0,,
1518715,,397163000.0,371982000.0,573110000.0,125274000.0,,68946000.0,6742041000.0,,,,,,,,,14.77085,,397163000.0,704380000.0,,,397163000.0,,6037661000.0,397163000.0,,
1509646,1509646.0,2156293000.0,273015000.0,468360000.0,358602000.0,2068385000.0,78220000.0,3168542000.0,Radio and Television Broadcasting,,Phoenix New Media Ltd,983992000.0,-31828000.0,-628730000.0,0.0,,3.76819,1444907000.0,2156293000.0,2165768000.0,,,2156293000.0,1.0,1002774000.0,2156293000.0,35372000.0,983079000.0
